DATE,OPEN,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
13-01-2016,527.4,543.7,509.68,538.68,1418406,27783
14-01-2016,531.05,540.5,526.2,530.6,590916,15788
15-01-2016,535,544.75,533,536.58,806191,23298
18-01-2016,536.53,541.23,505.05,509,577065,17691
19-01-2016,512.5,524.5,507.6,521.8,539474,16545
20-01-2016,520.25,520.25,495.25,502.18,1181912,39978
21-01-2016,508.15,512.85,489.08,492.45,921299,29044
22-01-2016,497.5,505.08,497.38,501.98,344318,12402
25-01-2016,504.1,509.2,500.08,502.4,276184,9008
27-01-2016,503.98,504.85,498.08,499.68,213280,8067
28-01-2016,500,510.88,498.88,508.45,279598,10218
29-01-2016,510,519.7,509.43,517.53,280811,10044
01-02-2016,520,520.5,512.58,514.05,216574,7112
02-02-2016,515.5,516,495.15,501,367070,11152
03-02-2016,494.05,496.6,487.5,490.35,344712,10610
04-02-2016,495,500,484,486.98,305249,12485
05-02-2016,488.15,491,481.5,486.15,329859,11897
08-02-2016,485.95,492.13,478.85,480.8,311940,10638
09-02-2016,475.55,484.25,475.18,478.3,359167,13866
10-02-2016,475.63,486.45,474.48,481.2,495104,10785
11-02-2016,481.5,483,458.13,461.23,563005,17182
12-02-2016,465.53,466.5,444.25,453.15,681300,23393
15-02-2016,460.5,474.98,460,472.33,288882,9957
16-02-2016,476.4,479,463.5,464.83,307379,10116
17-02-2016,466.7,478,458.55,476.23,365447,12080
18-02-2016,481,483.88,468.15,470.58,243498,9004
19-02-2016,470.58,476.23,468.9,472.28,186168,7112
22-02-2016,472.95,483.95,472.53,481.23,218870,7756
23-02-2016,482,483.45,471.53,475.35,1794728,9348
24-02-2016,473.15,479.5,471.28,476.28,1457649,9209
25-02-2016,478.5,478.5,470.85,472.2,332961,6898
26-02-2016,475,479.25,472.48,475.25,225109,6121
29-02-2016,475.55,496.5,468.15,483.28,999988,22873
01-03-2016,483.75,492.5,482.5,491.13,311829,10931
02-03-2016,496.25,502.63,493.75,500.6,529739,12416
03-03-2016,503.63,508.63,498.78,506.28,340650,11815
04-03-2016,508.5,509,501.88,503.25,2911912,6987
08-03-2016,503,515.5,503,513.58,424354,13337
09-03-2016,509.5,522,508.68,520.98,367791,11771
10-03-2016,521.85,522.5,504.5,506,354839,15320
11-03-2016,508.25,514.75,505.65,507.83,248065,8869
14-03-2016,509.08,513,506.5,509.28,206014,6156
15-03-2016,510.5,513.48,508,510.2,191800,5634
16-03-2016,510.5,512.85,502.7,510.88,164645,6645
17-03-2016,514,518.2,506.2,507.78,201404,8721
18-03-2016,509.5,514.2,508.13,512.6,827348,8279
21-03-2016,513.6,519.5,511.75,518.1,202295,7924
22-03-2016,519.05,526.25,518.38,524.25,302113,11164
23-03-2016,523.5,523.5,511.5,514.68,350489,10739
28-03-2016,514.5,515.98,507.75,510.25,304410,12716
29-03-2016,511.53,520.45,511.2,517.7,246687,7577
30-03-2016,520.18,525.45,520.13,522.45,225448,8963
31-03-2016,521.5,527.98,517.05,522.63,292735,9205
01-04-2016,519.5,522.95,513.2,516.83,205416,11717
04-04-2016,518.08,521.23,512.23,517.58,116143,5958
05-04-2016,515,521,511.33,514.05,207501,5923
06-04-2016,515.4,517.95,511.1,515.73,87590,4622
07-04-2016,516,524,511.63,518.98,170492,6997
08-04-2016,516.75,527,516.03,518.93,259195,10732
11-04-2016,517.6,522.5,516.65,519.93,167315,6245
12-04-2016,520.15,528.5,519.3,523.58,193213,7206
13-04-2016,526,534.15,526,532.73,421477,11413
18-04-2016,532.73,532.85,527.5,530.88,375048,7026
20-04-2016,534.1,535,517.68,519.15,261813,13736
21-04-2016,522.45,525.75,517.5,520.45,232079,9249
22-04-2016,520.5,523.88,515.25,519.38,242213,9581
25-04-2016,521.35,522.45,506.38,508.08,628843,25573
26-04-2016,508.5,511.93,504,508.4,411535,15742
27-04-2016,509.95,512.93,507.55,509.85,219250,8822
28-04-2016,509.85,509.85,496,498.68,676909,16633
29-04-2016,497.85,499.38,488.93,491.28,477000,16373
02-05-2016,490.7,496.25,488.53,493.15,225517,7966
03-05-2016,494.9,497.35,486.3,488.03,282136,10845
04-05-2016,488,491.83,487.13,488.75,227280,7443
05-05-2016,491.13,491.75,485.55,487.53,253122,9367
06-05-2016,487.5,488.48,483.75,484.58,225888,8995
09-05-2016,487.5,493,486.25,491.48,186660,6915
10-05-2016,491,492.43,489.03,490.68,110977,4366
11-05-2016,486.5,490.23,485.5,487.43,155682,5617
12-05-2016,488.5,496.23,487.85,495.53,218644,8165
13-05-2016,494,495.45,487.75,489,186873,6110
16-05-2016,489.13,491.03,486,488.08,182427,6623
17-05-2016,490,491.65,483.33,485.1,176081,7553
18-05-2016,483.5,486.38,482.6,485.08,146038,5042
19-05-2016,485.58,485.85,473.08,475.28,207759,7354
20-05-2016,475.58,477.3,466.18,467.05,380536,11494
23-05-2016,469.2,470,462.85,465,479357,10478
24-05-2016,465.45,471.68,464.5,470.03,191480,6603
25-05-2016,474.6,475.95,470.8,474.63,181679,6484
26-05-2016,475.28,476.5,472.13,473.33,196930,6392
27-05-2016,475.75,487.85,474.75,486.33,306408,10652
30-05-2016,487.5,490.73,483,484.73,215289,7715
31-05-2016,484.45,486.25,478.1,479.48,196964,6056
01-06-2016,479.4,483.25,475.63,476.65,187746,6787
02-06-2016,478.05,478.63,472.63,478,172276,6793
03-06-2016,478.75,481.8,477.7,478.98,144389,5342
06-06-2016,479.5,481.38,476.5,477.95,157434,6270
07-06-2016,478,480.55,475.9,477.33,175267,5489
08-06-2016,478.5,479,475.1,477.08,183907,5040
09-06-2016,479.03,488.5,479,485.73,318681,9781
10-06-2016,486.5,492.1,484.35,487.83,226144,7600
13-06-2016,485,491.65,482,489.65,189663,7602
14-06-2016,491,492.25,484.65,487.45,134051,4917
15-06-2016,488.75,492.45,486.75,491.2,168059,5863
16-06-2016,490.95,491.75,483.75,487.28,189485,6768
17-06-2016,488.5,489.45,485,486.63,159014,6025
20-06-2016,482.5,496.5,482.5,495.28,355228,9386
21-06-2016,497.5,497.5,490.1,493.63,347776,7508
22-06-2016,493.48,493.48,488.5,490.25,385463,7166
23-06-2016,490,491.73,485,490.95,219671,7479
24-06-2016,483,483,467.2,475.75,713656,16411
27-06-2016,474.93,479.4,472,478.05,266573,6561
28-06-2016,478.75,480.78,478,479.1,152345,5543
29-06-2016,480.5,484.4,480.15,483.43,169890,5862
30-06-2016,485.5,488.88,483.68,484.73,249804,10481
01-07-2016,486.75,488.23,485.1,486.83,149225,4327
04-07-2016,489,496.18,488.1,493.33,211611,6698
05-07-2016,494.98,501.4,490.25,496.48,258358,9215
07-07-2016,496.73,500,493.38,493.95,205672,9499
08-07-2016,494,494.5,489.28,490.05,276679,6470
11-07-2016,494.03,497.45,492.75,495.38,165538,7340
12-07-2016,496.25,502.03,495.5,501.05,261152,8077
13-07-2016,501.5,507.9,501,504.23,420670,12999
14-07-2016,504,507.3,499.53,503.23,144511,6488
15-07-2016,505,510.33,501.93,506.28,357608,10099
18-07-2016,513.5,519.5,493.05,502.13,667578,19179
19-07-2016,504,510.9,497.63,507.7,394125,10989
20-07-2016,510,514.05,508.5,511.28,243360,8364
21-07-2016,512,512.28,502.75,503.35,135079,5335
22-07-2016,502.5,508.63,502.08,507.4,135033,5207
25-07-2016,508,510.9,503.9,510.33,1434391,5725
26-07-2016,510.7,517.08,507.6,511.65,269334,10438
27-07-2016,512.5,513.45,505,506.53,168876,5413
28-07-2016,509.2,514.9,506.25,513.03,205105,8141
29-07-2016,512.9,512.9,506.1,507.75,108105,4239
01-08-2016,508.28,510.43,502.65,504.65,137323,4510
02-08-2016,504.45,509.25,503.5,505.53,158464,4833
03-08-2016,505.78,506.53,496,497.03,175635,9005
04-08-2016,500,501,492.25,496.58,178507,7126
05-08-2016,497.6,508.75,497.6,507.28,174956,5742
08-08-2016,508.58,516.75,508.58,514.83,266132,8335
09-08-2016,514.2,516.7,510.65,514.93,188865,5957
10-08-2016,514.98,517.25,500.53,501.4,205341,7058
11-08-2016,502,511,500.13,506.23,161720,6188
12-08-2016,507.5,520.88,507.45,517.48,361232,11232
16-08-2016,517.5,522,508,512.1,202889,7660
17-08-2016,511.5,514.4,504.1,507,453723,5177
18-08-2016,507.68,511.58,507.58,508.3,290170,3016
19-08-2016,505.5,510.85,503.63,507.43,149095,4944
22-08-2016,508.95,510.18,503.65,506.95,179189,4855
23-08-2016,506.5,507.4,502.55,504.95,208441,4184
24-08-2016,507.25,511.05,505.55,510.38,366612,5663
25-08-2016,510.25,514.25,505,506.55,156757,5185
26-08-2016,507.4,515,507.33,513.85,232782,7028
29-08-2016,513.85,529.98,513.5,528.5,639293,13187
30-08-2016,529.6,535,526.63,532.9,1139289,10531
31-08-2016,532.95,536.78,523.53,529,232493,7686
01-09-2016,526.95,536.28,513.13,514.58,1095036,29479
02-09-2016,516,517.5,501.55,506.43,541854,17356
06-09-2016,510,512.48,507,510.23,240877,7127
07-09-2016,510.05,513.38,507,508.73,220304,8712
08-09-2016,510.25,517.75,510,516.13,367758,7348
09-09-2016,517,524.83,515.1,521.85,305332,11577
12-09-2016,517,527.83,512.55,523.3,492672,12534
14-09-2016,523,529,520.33,522.73,314372,7186
15-09-2016,523.5,534,523.5,531.23,462771,8459
16-09-2016,532.5,546.63,529.88,537.83,1299359,23246
19-09-2016,537.45,543.75,535.53,541.18,1613535,8585
20-09-2016,542.53,543,534.55,537.05,296596,4995
21-09-2016,537,542.25,533.5,535.68,157167,4904
22-09-2016,540,547.75,539.55,543.83,541248,10236
23-09-2016,544,554.6,544,551.48,1161460,14278
26-09-2016,551.25,564.45,551,554.68,991973,15366
27-09-2016,556.53,562.85,553.65,555.23,318951,12134
28-09-2016,555,556.5,543.65,544.85,320533,8958
29-09-2016,547.5,555,533.75,536.28,389803,11004
30-09-2016,535,546.73,533.5,541.05,184651,7490
03-10-2016,542.25,553.68,538.48,545.2,955952,9712
04-10-2016,546.95,554,546,547.6,413390,7304
05-10-2016,551.58,552.9,542.88,544.65,229693,5748
06-10-2016,546,562.4,546,555.55,1709509,15966
07-10-2016,555.55,561.33,553.78,554.98,455517,9236
10-10-2016,557.5,561,546.4,547.98,163780,5007
13-10-2016,546.85,546.85,526.03,528.85,580933,10799
14-10-2016,530.25,540.98,529,539.1,285604,6527
17-10-2016,539.5,540.33,529,530.08,222193,5172
18-10-2016,532,541,531.4,539.65,189876,6704
19-10-2016,541.58,547.25,540.7,543.45,458730,10452
20-10-2016,545.98,548.9,542.55,544.25,201875,6132
21-10-2016,549.5,549.5,529.5,532.2,700819,21002
24-10-2016,534,537,530.25,531.78,142852,4242
25-10-2016,531.6,532.7,527.25,529.95,185050,4401
26-10-2016,529,529.6,526,527.08,114052,4241
27-10-2016,526.5,527,521.6,524.25,128047,4318
28-10-2016,525,528,521.98,526.75,145866,4271
30-10-2016,528.5,532.5,523.93,525.6,46545,2151
01-11-2016,525.5,527.5,523.88,524.15,114140,3555
02-11-2016,521,521.03,510.55,512.03,167266,5599
03-11-2016,512.03,517.25,511.05,512.73,134126,4767
04-11-2016,510.65,513.58,500.28,502.9,218484,6460
07-11-2016,505.68,508.25,499.75,500.98,164685,5842
08-11-2016,501.78,504.5,499.18,501.43,154570,5046
09-11-2016,470,504.45,466,502.78,432284,14530
10-11-2016,508.28,514.2,504.13,505,157104,4763
11-11-2016,500,508.65,497.68,500.7,240131,6079
15-11-2016,500.9,500.9,490.28,493.8,566144,8405
16-11-2016,494.65,498.35,491,492.93,346508,7099
17-11-2016,493.5,499,487.93,490.65,418920,8257
18-11-2016,491.58,496.08,491.45,493.75,288856,6389
21-11-2016,494,496.85,491.75,495.45,362810,5930
22-11-2016,497.13,503.75,497.03,500.55,133026,6591
23-11-2016,502.5,504.25,499.75,503.63,125106,3935
24-11-2016,503.45,503.45,493,495.33,212535,5710
25-11-2016,495.5,498,492.5,496.83,285338,5263
28-11-2016,497.4,500.03,492,493.23,91529,5109
29-11-2016,493.55,501.35,493.55,497.93,289686,4400
30-11-2016,498.5,498.8,494,496.38,267661,4785
01-12-2016,498.08,507.3,497.25,498.6,234382,9310
02-12-2016,497.5,502.8,496.53,497.65,190233,5476
05-12-2016,497,499.38,493.78,497.05,100455,4007
06-12-2016,497.5,502.45,497.5,501.68,101856,3728
07-12-2016,503.5,503.5,497.83,499.85,76196,2476
08-12-2016,501.55,510.5,501.55,509.78,123560,4625
09-12-2016,510.25,514.8,510.15,513.2,117758,4063
12-12-2016,513.43,520,511.08,514.05,110937,5237
13-12-2016,516,521,514.25,519.95,97743,4028
14-12-2016,519.75,532.2,519.7,530,519532,8586
15-12-2016,528.38,533.4,525.5,527.1,202780,6774
16-12-2016,525,531,525,528.78,297923,3674
19-12-2016,529,532.9,527.5,531.08,726659,5072
20-12-2016,528.65,531,527,529.55,779055,4082
21-12-2016,529.5,533.18,528.25,530.73,273117,6195
22-12-2016,529.95,530.78,525.18,526.98,622987,5426
23-12-2016,525.3,534.23,525.3,529.08,304475,4166
26-12-2016,527.8,533,522.5,523.55,369114,4495
27-12-2016,523.55,533.35,523.55,532.2,560443,7152
28-12-2016,534,534.95,524.2,526.1,546777,4664
29-12-2016,525.83,534.3,524.75,532.48,98962,3809
30-12-2016,533.4,542.35,532,540.05,653398,8434
02-01-2017,540.68,544.73,536.58,541.55,182947,4717
03-01-2017,542.08,548.5,540.63,545.33,199293,5331
04-01-2017,546.08,546.23,532.68,534.48,142748,5226
05-01-2017,536.5,539.75,534.5,538.7,159733,3363
06-01-2017,537.65,542.5,536.28,536.35,436493,4700
09-01-2017,539.5,542.85,535.55,538.55,236337,4114
10-01-2017,539.5,546,539.13,543.55,206226,7565
11-01-2017,547.18,547.5,541,542.05,88630,3229
12-01-2017,544.23,545,539.58,541.58,120619,4616
13-01-2017,542.85,548.3,542.6,545.08,178450,5260
16-01-2017,545.7,546.93,537,538.5,131122,5464
17-01-2017,534.1,537.35,519,520.65,705492,16000
18-01-2017,521.5,524.08,514.5,516.23,330933,11937
19-01-2017,516.68,522.33,515.5,516.88,237906,6313
20-01-2017,516.5,518.85,512.2,512.85,579325,4736
23-01-2017,512,515.5,507.03,507.98,198546,6113
24-01-2017,510,515,509.3,513.78,115731,4701
25-01-2017,517.5,517.5,508.05,508.35,587082,10017
27-01-2017,509.85,514.48,509.5,512.58,279811,6621
30-01-2017,512.58,522.9,512.45,522.08,330309,11816
31-01-2017,523.5,526.95,520.38,521.7,163944,6732
01-02-2017,522.6,525.43,517.35,524.6,253689,7810
02-02-2017,523.53,525,519.28,522.38,812495,3748
03-02-2017,522.38,525.05,515.53,516.85,118332,4317
06-02-2017,518.03,521.95,516.25,520.05,501838,4223
07-02-2017,520.15,520.38,513.8,515.35,111221,3322
08-02-2017,515.58,519.23,511.5,512.83,192093,4366
09-02-2017,513,517.23,513,516.35,141795,3424
10-02-2017,517.5,517.95,512.98,515.15,136547,5037
13-02-2017,517,517.5,511,514.18,189181,3841
14-02-2017,516.68,526.25,515.6,524.13,273085,11919
15-02-2017,526.5,528.75,523.03,525.45,227916,5577
16-02-2017,526,533.5,526,532.48,196538,6317
17-02-2017,533,538.95,529.5,537.68,315041,7754
20-02-2017,535,538.5,533.13,536.85,229511,4571
21-02-2017,536.15,545.28,536.15,544.13,280191,8484
22-02-2017,546.03,606,546.03,603.83,3331421,86148
23-02-2017,606.95,611.15,589.6,591.3,1089289,29427
27-02-2017,593.5,628.25,593.5,619.3,1340897,33448
28-02-2017,618.9,623.93,614.28,619.13,1730900,19085
01-03-2017,621,622.45,615.13,617.08,822803,8805
02-03-2017,618,627,612.83,616.63,410896,14803
03-03-2017,618.5,643.9,618.5,629.23,1194011,26509
06-03-2017,634,654.95,632.73,652.45,1196154,34540
07-03-2017,658.08,663.38,648.3,652.4,1137634,19101
08-03-2017,653.53,655,643,645.95,793869,8816
09-03-2017,644.9,649,640.85,643.68,397311380,12637
10-03-2017,646.98,648.25,630.75,640.7,360490,8497
14-03-2017,657.98,659.55,642.63,644.7,596869,12512
15-03-2017,644.7,658,641.63,652.2,389306469,12817
16-03-2017,655.5,655.5,647.3,648.68,306215,7513
17-03-2017,652.5,659.93,649.28,650.33,281621,7185
20-03-2017,650.5,652.5,638.58,640.18,392188764,7284
21-03-2017,642.8,642.8,629.85,631.9,245384,6363
22-03-2017,627.35,633,623.78,629.75,265278,8090
23-03-2017,633.45,638.88,629.13,637.05,295325,6880
24-03-2017,637.05,645.83,634.2,643.1,676818,18050
27-03-2017,633.78,639.25,623.55,625.38,888667,11812
28-03-2017,627.53,631.68,618.5,622.83,436677,8517
29-03-2017,625.03,630,617.05,627.35,466255,9053
30-03-2017,627.5,636.4,627.03,634.68,438308,7762
31-03-2017,635,668,634.48,659.6,1673684,30483
03-04-2017,666,690,666,685.6,999005,25037
05-04-2017,694,708.98,690.4,707.45,902558,21170
06-04-2017,704.85,724.25,701.35,719.18,1043156,20749
07-04-2017,712.05,716.88,701.33,702.78,672901,13510
10-04-2017,708,712.35,689,690.53,386967,9783
11-04-2017,693,700.15,685.5,687.05,364279,10098
12-04-2017,694.4,694.4,675.53,677.08,578519,10966
13-04-2017,676,686.5,674,682.18,331002,9011
17-04-2017,683.85,697.13,682.5,695.5,321378,8358
18-04-2017,697.75,705,684.18,685.23,358972,8648
19-04-2017,685.5,691.35,679.13,684.93,208790,6130
20-04-2017,688.25,693.45,682.75,684.7,288790,5348
21-04-2017,687.6,710,686.53,699.88,720639,19098
24-04-2017,705,716.88,700.05,708.2,533960,14474
25-04-2017,729.85,732.5,713.83,716.25,627397,16687
26-04-2017,717.55,720,701.58,708.18,313494,9494
27-04-2017,710,712.35,701.38,704.03,269517,5885
28-04-2017,704.53,710.4,695.25,697.4,382297,5952
02-05-2017,700.05,701,683.38,685.45,286125,7663
03-05-2017,687.63,690.25,682.5,685.13,235239,4589
04-05-2017,686.55,689.75,677.33,679.38,202734,6072
05-05-2017,680.5,683.83,662.53,664.3,326756,9002
08-05-2017,664.3,669.8,660,660.98,580916,5138
09-05-2017,661.5,666.5,660.5,665.3,183764,4441
10-05-2017,666.5,681.5,665.73,679.75,452629,8244
11-05-2017,680.8,687.48,676.13,678.35,384194,4713
12-05-2017,681.95,681.95,672.1,675.43,389836,4123
15-05-2017,677.25,678.03,667.25,671.83,144526,4968
16-05-2017,672.5,688.5,670.9,678.2,360825,7104
17-05-2017,678,682.43,674.03,676.2,124009,3540
18-05-2017,673.4,676,661.65,663.53,115770,3357
19-05-2017,669.5,669.5,655.55,659.25,155962,4820
22-05-2017,661.28,666.68,657.53,661.88,221714,4582
23-05-2017,662,665.13,650.75,652.2,242172,5459
24-05-2017,652.83,656.75,647.5,648.5,148240,4124
25-05-2017,650,655.88,648.9,651.45,108319,3824
26-05-2017,651,672.03,650.5,667.9,320020,9974
29-05-2017,668.65,682.95,668,678.28,452793,7297
30-05-2017,678.28,682.15,674.5,679.43,131032,4000
31-05-2017,684,684,668,670.3,468501,3280
01-06-2017,669,669.98,661.53,664.25,141483,4392
02-06-2017,665.03,669.4,658.3,662.38,167733,5133
05-06-2017,662.5,670.25,657.88,664.45,263014,3488
06-06-2017,669.45,669.45,655.45,656.7,120747,3988
07-06-2017,656.4,671.6,654.3,669.6,161546,4683
08-06-2017,670,672.5,664.05,664.95,96115,3131
09-06-2017,672,676,665,667.75,188033,4881
12-06-2017,664.75,664.98,658.75,659.68,79440,3116
13-06-2017,658,663.5,654.5,656.3,122599,3979
14-06-2017,659,678.75,657.88,677.95,3489002,12379
15-06-2017,681,697.13,680,692.25,1008637,11358
16-06-2017,694.4,697.5,685.05,693.93,962742,8969
19-06-2017,695.95,707.5,695.5,704.58,446711,10720
20-06-2017,707.5,711.3,704.03,706.13,580523,6953
21-06-2017,705,713.5,702.8,709.05,1373738,6014
22-06-2017,715,722,714.33,716.58,289088,6314
23-06-2017,719.5,720.85,715.45,717.5,403436,7378
27-06-2017,716,720.03,712.5,717.95,412000,4632
28-06-2017,719.15,720,698.08,699.25,206243,5693
29-06-2017,706,709,695.15,696.45,137203,4952
30-06-2017,696.45,697.1,687.55,690.13,105279,3545
03-07-2017,694,697,686.05,692.05,195035,5238
04-07-2017,693.75,712.75,693.75,711.35,740773,8837
05-07-2017,713.6,722.95,713.5,719.9,235558,5936
06-07-2017,722.65,724.98,718.68,720.7,161198,6728
07-07-2017,719,748.5,719,745.4,677607,14622
10-07-2017,746,754,743.5,746.23,1255041,27963
11-07-2017,750,752,743.53,747.6,263784,5049
12-07-2017,749.4,762.25,748,755.25,285428,8949
13-07-2017,755,761.8,753.35,759.43,287454,7067
14-07-2017,761,767,757.63,765.53,253773,7416
17-07-2017,767.15,779.4,767.15,775.68,247452,8111
18-07-2017,774.2,775.75,756,759.95,253446,7240
19-07-2017,759.85,770.4,757.5,766.75,140176,4640
20-07-2017,770,774.93,760.53,764.35,227482,5937
21-07-2017,777,796.1,772.2,793.1,1975685,54115
24-07-2017,802,812.4,793.1,808.05,793324,21312
25-07-2017,813.35,814.5,800,801.68,281744,8756
26-07-2017,805,814.98,801,810.95,744107,12009
27-07-2017,814.98,815.55,795.5,799.18,250169,7961
28-07-2017,798.5,802.5,789.5,797.13,228358,8293
31-07-2017,800.03,809,798,806.93,192588,6395
01-08-2017,811.93,812.5,795.8,801.78,142243,6365
02-08-2017,804.3,818,802.5,814.55,334548,8329
03-08-2017,814.95,832.5,808.45,825.78,381187,11494
04-08-2017,830.28,831.6,807.78,811.25,284552,12820
07-08-2017,814.8,816,806.4,808.3,202763,7256
08-08-2017,810,810.5,794.13,801.7,207090,6116
09-08-2017,800,809.95,792.88,799.43,193556,6416
10-08-2017,798.98,803.43,788.65,792.03,339199,6331
11-08-2017,777.45,789,767.75,773.28,251961,9085
14-08-2017,778.25,792.5,778.25,786.58,291672,10239
16-08-2017,785.5,789,775.28,783.48,239849,10298
17-08-2017,785.85,798.43,780.05,783.03,313387,7954
18-08-2017,783,789.75,776.83,787.7,142815,5197
21-08-2017,788.53,792.55,781.5,782.9,436281,13239
22-08-2017,787,789.75,779,781.68,159019,4482
23-08-2017,783.5,792.5,777,790.65,191458,5895
24-08-2017,795.85,796.1,782.3,783.7,168554,5170
28-08-2017,789.5,791.13,780.85,782.9,133246,4929
29-08-2017,780,783.4,765,765.88,203547,9964
30-08-2017,772.5,784.3,771.8,782.08,188965,5859
31-08-2017,785.15,798.75,785.15,796.75,314208,9754
01-09-2017,800.9,807.98,799.1,804.68,202910,5453
04-09-2017,807.5,817.88,798.1,805.68,1027025,7786
05-09-2017,809.5,817.45,809.5,816.5,1047047,6221
06-09-2017,815.7,826.2,812.5,822.3,949193,13264
07-09-2017,824,832.7,816.5,818.9,639020,11667
08-09-2017,820.1,823.6,812.8,817.15,293009,5698
11-09-2017,820.4,827,816.05,818.1,982073,3754
12-09-2017,822.1,824.6,817.45,823.3,140436,3724
13-09-2017,824,859.25,822.5,849.1,751535,16761
14-09-2017,857,861.4,842,844.2,466073,7924
15-09-2017,842.1,852.15,835.4,843.4,414656,6578
18-09-2017,847,851.3,843.1,845.4,272693,4115
19-09-2017,849,849,837.55,840,199852,3467
20-09-2017,856.25,872.1,845,847.1,745756,12796
21-09-2017,848,851.4,837,841.3,415569,5741
22-09-2017,840.7,840.7,814,817.5,447324,9621
25-09-2017,817.9,827.7,805.3,820.45,713622,9159
26-09-2017,820.5,827,812.5,819.2,459787,11139
27-09-2017,827.5,827.5,795.5,798.6,590896,13091
28-09-2017,800,802.5,781.15,786.75,915584,12488
29-09-2017,791,793.5,780,782.15,643300,8766
03-10-2017,792.35,803.7,786.25,798.35,606837,9055
04-10-2017,798.35,824.95,795.5,819.2,410935,7632
05-10-2017,825,828.25,818.75,824.2,354967,5529
06-10-2017,824.9,838.9,822.65,836.85,279656,5227
09-10-2017,836.85,838,828.25,830.75,252670,4972
10-10-2017,831,846.9,830.75,843.4,316112,5386
11-10-2017,845,857.9,836.3,840.4,426076,9701
12-10-2017,841,876.2,841,872.5,632480,11893
13-10-2017,880,891,874.25,876.7,625450,13222
16-10-2017,879.9,891.7,861.75,875.2,630948,13598
17-10-2017,878.9,883.95,867.3,874.25,332838,6014
18-10-2017,875.55,917,875.15,913.75,1010077,19092
19-10-2017,916.7,921.75,903.25,910.35,278563,7057
23-10-2017,911.15,943.45,909.9,938.1,540383,12067
24-10-2017,947.1,947.1,928.3,934.75,320250,6760
25-10-2017,940,945.75,930,939.95,448754,5375
26-10-2017,938.35,958.2,931.5,947.25,694575,7474
27-10-2017,950.1,956.5,926.4,929.45,4100930,13200
30-10-2017,931,945,931,940.15,435289,5971
31-10-2017,943,945,932.1,940.8,476464,4586
01-11-2017,946,957.4,945.9,952.3,455586,9980
02-11-2017,954,956.9,944.2,947.1,513714,4948
03-11-2017,953.3,953.3,940.5,945.6,725344,4272
06-11-2017,944,945,929,934.45,405565,6925
07-11-2017,934.45,935,903.15,906.65,426181,13790
08-11-2017,907,908.9,885.1,888.25,368861,12781
09-11-2017,895.1,909.1,892,901.55,320008,6998
10-11-2017,900,901,880.35,883.5,302328,8216
13-11-2017,883.5,891.35,873,875.15,282688,10021
14-11-2017,875,894.5,873,886.2,289538,7252
15-11-2017,886,889.85,878,882.4,1129619,6236
16-11-2017,882.5,905,882.5,902.45,642828,7336
17-11-2017,917.6,924.75,907.1,909.7,443239,6110
20-11-2017,910,924,905.25,918.85,429005,5373
21-11-2017,925,939.7,924,932.4,477835,9751
22-11-2017,937.05,938.7,924.55,930.25,417327,5109
23-11-2017,925.65,948,925.65,945.15,553671,5919
24-11-2017,948,959,946.65,949.5,508893,6902
27-11-2017,948,955.75,943.5,950.7,316710,4629
28-11-2017,949.45,950.95,938.25,942.95,227961,3555
29-11-2017,942.95,949.8,938,945.45,506994,3992
30-11-2017,940,952,920,922.6,299035,5411
01-12-2017,925,931.1,908,909.85,312694,6263
04-12-2017,915.75,917.9,898,901.5,452210,5258
05-12-2017,900.35,918.9,895.9,911.5,517058,7224
06-12-2017,913.8,930.5,909.2,927.5,1026271,6618
07-12-2017,927.1,933.95,922.8,930.65,473398,4849
08-12-2017,937,937,919.65,920.95,365165,4529
11-12-2017,920.8,925.45,913.5,915.9,428087,5909
12-12-2017,913.5,928.95,907.9,915.05,535672,6348
13-12-2017,919.75,924.3,912,914,556810,5677
14-12-2017,920,925,909,920.55,1041124,5012
15-12-2017,929.2,933,917.5,919.9,414425,5717
18-12-2017,917,931.25,861.7,919.4,568232,10163
19-12-2017,921.5,926.9,920.05,924,529672,3650
20-12-2017,925,927,917,918.75,575306,4105
21-12-2017,920,923.2,911.1,913.05,312577,3500
22-12-2017,916,922,910.2,918.5,295905,4138
26-12-2017,923,936.6,918.6,928,404624,4883
27-12-2017,930.15,936.75,918.35,922.3,390127,4433
28-12-2017,923.2,934.2,918.65,924.4,557798,6860
29-12-2017,925.9,932.25,918.1,921.05,913689,5527
01-01-2018,922,923,909.7,911.55,242669,4561
02-01-2018,915,919.2,907.25,911.4,1763025,4599
03-01-2018,924.45,927.2,913.3,916.35,515755,6497
04-01-2018,919,921.8,916,920.25,238922,3185
05-01-2018,920.5,925.85,919.45,923,406686,3944
08-01-2018,924.1,930.2,923.6,928.45,332558,5671
09-01-2018,929.05,943.95,924,940.9,519256,10058
10-01-2018,945,946.75,935.4,941.5,352402,5542
11-01-2018,941.75,942.75,935,937.2,268912,3289
12-01-2018,942,951.85,938.1,946.75,596333,6957
15-01-2018,950.2,957.55,945.2,947.6,445379,6628
16-01-2018,949,949,920,923.5,479344,19943
17-01-2018,925,928.65,908,924.65,360307,6212
18-01-2018,930,930,911,919.3,354147,5722
19-01-2018,922,932.35,922,929.35,600361,6794
22-01-2018,948.5,974.5,940.1,971.2,1773742,22829
23-01-2018,975,990,975,981.7,669605,10836
